name;location;category;subCategory;unit;type;ubp06;ipcc2007;metaData
Ethane, 1,2-dichloro-;;water;fossil-;kg;Emission;;;
Ethane, 1,2-dichloro-;;water;ground-;kg;Emission;;;
Ethane, 1,2-dichloro-;;water;ground-, long-term;kg;Emission;;;
Ethane, 1,2-dichloro-;;air;high population density;kg;Emission;18000,00000 ;;
Ethane, 1,2-dichloro-;;water;lake;kg;Emission;143377,14863 ;;
Ethane, 1,2-dichloro-;;air;low population density;kg;Emission;18000,00000 ;;
Ethane, 1,2-dichloro-;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Ethane, 1,2-dichloro-;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Ethane, 1,2-dichloro-;;water;ocean;kg;Emission;143377,14863 ;;
Ethane, 1,2-dichloro-;;water;river;kg;Emission;143377,14863 ;;
Ethane, 1,2-dichloro-;;water;river, long-term;kg;Emission;143377,14863 ;;
Ethane, 1,2-dichloro-;;air;unspecified;kg;Emission;18000,00000 ;;
Ethane, 1,2-dichloro-;;water;unspecified;kg;Emission;143377,14863 ;;
Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114;;air;high population density;kg;Emission;11000000,00000 ;10000,00000 ;
Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114;;air;low population density;kg;Emission;11000000,00000 ;10000,00000 ;
Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114;;air;low population density, long-term;kg;Emission;11000000,00000 ;10000,00000 ;
Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114;;air;lower stratosphere + upper troposphere;kg;Emission;11000000,00000 ;10000,00000 ;
Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114;;air;unspecified;kg;Emission;11000000,00000 ;10000,00000 ;
Ethane, 1-chloro-1,1-difluoro-, HCFC-142b;;air;high population density;kg;Emission;740000,00000 ;2310,00000 ;
Ethane, 1-chloro-1,1-difluoro-, HCFC-142b;;air;low population density;kg;Emission;740000,00000 ;2310,00000 ;
Ethane, 1-chloro-1,1-difluoro-, HCFC-142b;;air;low population density, long-term;kg;Emission;740000,00000 ;2310,00000 ;
Ethane, 1-chloro-1,1-difluoro-, HCFC-142b;;air;lower stratosphere + upper troposphere;kg;Emission;740000,00000 ;2310,00000 ;
Ethane, 1-chloro-1,1-difluoro-, HCFC-142b;;air;unspecified;kg;Emission;740000,00000 ;2310,00000 ;
Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123;;air;high population density;kg;Emission;220000,00000 ;77,00000 ;
Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123;;air;low population density;kg;Emission;220000,00000 ;77,00000 ;
Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123;;air;low population density, long-term;kg;Emission;220000,00000 ;77,00000 ;
Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123;;air;lower stratosphere + upper troposphere;kg;Emission;220000,00000 ;77,00000 ;
Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123;;air;unspecified;kg;Emission;220000,00000 ;77,00000 ;
Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124;;air;high population density;kg;Emission;240000,00000 ;609,00000 ;
Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124;;air;low population density;kg;Emission;240000,00000 ;609,00000 ;
Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124;;air;low population density, long-term;kg;Emission;240000,00000 ;609,00000 ;
Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124;;air;lower stratosphere + upper troposphere;kg;Emission;240000,00000 ;609,00000 ;
Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124;;air;unspecified;kg;Emission;240000,00000 ;609,00000 ;
Ethane, chloropentafluoro-, CFC-115;;air;high population density;kg;Emission;6600000,00000 ;7370,00000 ;
Ethane, chloropentafluoro-, CFC-115;;air;low population density;kg;Emission;6600000,00000 ;7370,00000 ;
Ethane, chloropentafluoro-, CFC-115;;air;low population density, long-term;kg;Emission;6600000,00000 ;7370,00000 ;
Ethane, chloropentafluoro-, CFC-115;;air;lower stratosphere + upper troposphere;kg;Emission;6600000,00000 ;7370,00000 ;
Ethane, chloropentafluoro-, CFC-115;;air;unspecified;kg;Emission;6600000,00000 ;7370,00000 ;
Ethane, hexachloro-;;water;fossil-;kg;Emission;;;
Ethane, hexachloro-;;water;ground-;kg;Emission;;;
Ethane, hexachloro-;;water;ground-, long-term;kg;Emission;;;
Ethane, hexachloro-;;water;lake;kg;Emission;179721,16603 ;;
Ethane, hexachloro-;;water;ocean;kg;Emission;179721,16603 ;;
Ethane, hexachloro-;;water;river;kg;Emission;179721,16603 ;;
Ethane, hexachloro-;;water;river, long-term;kg;Emission;179721,16603 ;;
Ethane, hexachloro-;;water;unspecified;kg;Emission;179721,16603 ;;
Ethane, hexafluoro-, HFC-116;;air;high population density;kg;Emission;3700000,00000 ;12200,00000 ;
Ethane, hexafluoro-, HFC-116;;air;low population density;kg;Emission;3700000,00000 ;12200,00000 ;
Ethane, hexafluoro-, HFC-116;;air;low population density, long-term;kg;Emission;3700000,00000 ;12200,00000 ;
Ethane, hexafluoro-, HFC-116;;air;lower stratosphere + upper troposphere;kg;Emission;3700000,00000 ;12200,00000 ;
Ethane, hexafluoro-, HFC-116;;air;unspecified;kg;Emission;3700000,00000 ;12200,00000 ;
Ethane, pentafluoro-, HFC-125;;air;high population density;kg;Emission;1100000,00000 ;3500,00000 ;
Ethane, pentafluoro-, HFC-125;;air;low population density;kg;Emission;1100000,00000 ;3500,00000 ;
Ethane, pentafluoro-, HFC-125;;air;low population density, long-term;kg;Emission;1100000,00000 ;3500,00000 ;
Ethane, pentafluoro-, HFC-125;;air;lower stratosphere + upper troposphere;kg;Emission;1100000,00000 ;3500,00000 ;
Ethane, pentafluoro-, HFC-125;;air;unspecified;kg;Emission;1100000,00000 ;3500,00000 ;
Ethanol;;water;fossil-;kg;Emission;;;
Ethanol;;water;ground-;kg;Emission;;;
Ethanol;;water;ground-, long-term;kg;Emission;;;
Ethanol;;air;high population density;kg;Emission;18000,00000 ;;
Ethanol;;water;lake;kg;Emission;;;
Ethanol;;air;low population density;kg;Emission;18000,00000 ;;
Ethanol;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Ethanol;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Ethanol;;water;ocean;kg;Emission;;;
Ethanol;;water;river;kg;Emission;;;
Ethanol;;water;river, long-term;kg;Emission;;;
Ethanol;;air;unspecified;kg;Emission;18000,00000 ;;
Ethanol;;water;unspecified;kg;Emission;;;
Ethene;;water;fossil-;kg;Emission;;;
Ethene;;water;ground-;kg;Emission;;;
Ethene;;water;ground-, long-term;kg;Emission;;;
Ethene;;air;high population density;kg;Emission;18000,00000 ;;
Ethene;;water;lake;kg;Emission;;;
Ethene;;air;low population density;kg;Emission;18000,00000 ;;
Ethene;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Ethene;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Ethene;;water;ocean;kg;Emission;;;
Ethene;;water;river;kg;Emission;;;
Ethene;;water;river, long-term;kg;Emission;;;
Ethene;;air;unspecified;kg;Emission;18000,00000 ;;
Ethene;;water;unspecified;kg;Emission;;;
Ethene, chloro-;;water;fossil-;kg;Emission;;;
Ethene, chloro-;;water;ground-;kg;Emission;;;
Ethene, chloro-;;water;ground-, long-term;kg;Emission;;;
Ethene, chloro-;;air;high population density;kg;Emission;18000,00000 ;;
Ethene, chloro-;;water;lake;kg;Emission;113530,82466 ;;
Ethene, chloro-;;air;low population density;kg;Emission;18000,00000 ;;
Ethene, chloro-;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Ethene, chloro-;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Ethene, chloro-;;water;ocean;kg;Emission;113530,82466 ;;
Ethene, chloro-;;water;river;kg;Emission;113530,82466 ;;
Ethene, chloro-;;water;river, long-term;kg;Emission;113530,82466 ;;
Ethene, chloro-;;air;unspecified;kg;Emission;18000,00000 ;;
Ethene, chloro-;;water;unspecified;kg;Emission;113530,82466 ;;
Ethene, tetrachloro-;;water;fossil-;kg;Emission;;;
Ethene, tetrachloro-;;water;ground-;kg;Emission;;;
Ethene, tetrachloro-;;water;ground-, long-term;kg;Emission;;;
Ethene, tetrachloro-;;air;high population density;kg;Emission;18000,00000 ;;
Ethene, tetrachloro-;;water;lake;kg;Emission;171049,45718 ;;
Ethene, tetrachloro-;;air;low population density;kg;Emission;18000,00000 ;;
Ethene, tetrachloro-;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Ethene, tetrachloro-;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Ethene, tetrachloro-;;water;ocean;kg;Emission;171049,45718 ;;
Ethene, tetrachloro-;;water;river;kg;Emission;171049,45718 ;;
Ethene, tetrachloro-;;water;river, long-term;kg;Emission;;;
Ethene, tetrachloro-;;air;unspecified;kg;Emission;18000,00000 ;;
Ethene, tetrachloro-;;water;unspecified;kg;Emission;171049,45718 ;;
Ethene, trichloro-;;water;fossil-;kg;Emission;;;
Ethene, trichloro-;;water;ground-;kg;Emission;;;
Ethene, trichloro-;;water;ground-, long-term;kg;Emission;;;
Ethene, trichloro-;;air;high population density;kg;Emission;18000,00000 ;;
Ethene, trichloro-;;water;lake;kg;Emission;161933,76475 ;;
Ethene, trichloro-;;air;low population density;kg;Emission;18000,00000 ;;
Ethene, trichloro-;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Ethene, trichloro-;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Ethene, trichloro-;;water;ocean;kg;Emission;161933,76475 ;;
Ethene, trichloro-;;water;river;kg;Emission;161933,76475 ;;
Ethene, trichloro-;;water;river, long-term;kg;Emission;161933,76475 ;;
Ethene, trichloro-;;air;unspecified;kg;Emission;18000,00000 ;;
Ethene, trichloro-;;water;unspecified;kg;Emission;161933,76475 ;;
Ethoprop;;soil;agricultural;kg;Emission;;;
Ethyl acetate;;water;fossil-;kg;Emission;;;
Ethyl acetate;;water;ground-;kg;Emission;;;
Ethyl acetate;;water;ground-, long-term;kg;Emission;;;
Ethyl acetate;;air;high population density;kg;Emission;18000,00000 ;;
Ethyl acetate;;water;lake;kg;Emission;;;
Ethyl acetate;;air;low population density;kg;Emission;18000,00000 ;;
Ethyl acetate;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Ethyl acetate;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Ethyl acetate;;water;ocean;kg;Emission;;;
Ethyl acetate;;water;river;kg;Emission;;;
Ethyl acetate;;water;river, long-term;kg;Emission;;;
Ethyl acetate;;air;unspecified;kg;Emission;18000,00000 ;;
Ethyl acetate;;water;unspecified;kg;Emission;;;
Ethyl cellulose;;air;high population density;kg;Emission;;;
Ethyl cellulose;;air;low population density;kg;Emission;;;
Ethyl cellulose;;air;low population density, long-term;kg;Emission;;;
Ethyl cellulose;;air;lower stratosphere + upper troposphere;kg;Emission;;;
Ethyl cellulose;;air;unspecified;kg;Emission;;;
Ethylene diamine;;water;fossil-;kg;Emission;;;
Ethylene diamine;;water;ground-;kg;Emission;;;
Ethylene diamine;;water;ground-, long-term;kg;Emission;;;
Ethylene diamine;;air;high population density;kg;Emission;18000,00000 ;;
Ethylene diamine;;water;lake;kg;Emission;;;
Ethylene diamine;;air;low population density;kg;Emission;18000,00000 ;;
Ethylene diamine;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Ethylene diamine;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Ethylene diamine;;water;ocean;kg;Emission;;;
Ethylene diamine;;water;river;kg;Emission;;;
Ethylene diamine;;water;river, long-term;kg;Emission;;;
Ethylene diamine;;air;unspecified;kg;Emission;18000,00000 ;;
Ethylene diamine;;water;unspecified;kg;Emission;;;
Ethylene glycol monoethyl ether;;water;fossil-;kg;Emission;;;
Ethylene glycol monoethyl ether;;water;ground-;kg;Emission;;;
Ethylene glycol monoethyl ether;;water;ground-, long-term;kg;Emission;;;
Ethylene glycol monoethyl ether;;air;high population density;kg;Emission;;;
Ethylene glycol monoethyl ether;;water;lake;kg;Emission;;;
Ethylene glycol monoethyl ether;;air;low population density;kg;Emission;;;
Ethylene glycol monoethyl ether;;air;low population density, long-term;kg;Emission;;;
Ethylene glycol monoethyl ether;;air;lower stratosphere + upper troposphere;kg;Emission;;;
Ethylene glycol monoethyl ether;;water;ocean;kg;Emission;;;
Ethylene glycol monoethyl ether;;water;river;kg;Emission;;;
Ethylene glycol monoethyl ether;;water;river, long-term;kg;Emission;;;
Ethylene glycol monoethyl ether;;air;unspecified;kg;Emission;;;
Ethylene glycol monoethyl ether;;water;unspecified;kg;Emission;;;
Ethylene oxide;;water;fossil-;kg;Emission;;;
Ethylene oxide;;water;ground-;kg;Emission;;;
Ethylene oxide;;water;ground-, long-term;kg;Emission;;;
Ethylene oxide;;air;high population density;kg;Emission;18000,00000 ;;
Ethylene oxide;;water;lake;kg;Emission;;;
Ethylene oxide;;air;low population density;kg;Emission;18000,00000 ;;
Ethylene oxide;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Ethylene oxide;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Ethylene oxide;;water;ocean;kg;Emission;;;
Ethylene oxide;;water;river;kg;Emission;;;
Ethylene oxide;;water;river, long-term;kg;Emission;;;
Ethylene oxide;;air;unspecified;kg;Emission;18000,00000 ;;
Ethylene oxide;;water;unspecified;kg;Emission;;;
Ethyne;;air;high population density;kg;Emission;18000,00000 ;;
Ethyne;;air;low population density;kg;Emission;18000,00000 ;;
Ethyne;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Ethyne;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Ethyne;;air;unspecified;kg;Emission;18000,00000 ;;
Etridiazole;;soil;agricultural;kg;Emission;;;
Fenbuconazole;;soil;agricultural;kg;Emission;16000000,00000 ;;
Fenoxaprop;;soil;agricultural;kg;Emission;;;
Fenoxaprop ethyl ester;;soil;agricultural;kg;Emission;;;
Fenoxaprop-P ethyl ester;;soil;agricultural;kg;Emission;;;
Fenpropathrin;;soil;agricultural;kg;Emission;;;
Fipronil;;soil;agricultural;kg;Emission;18000000,00000 ;;
Florasulam;;soil;agricultural;kg;Emission;;;
Flucarbazone sodium salt;;soil;agricultural;kg;Emission;;;
Fludioxonil;;soil;agricultural;kg;Emission;;;
Flufenacet;;soil;agricultural;kg;Emission;;;
Flumetsulam;;soil;agricultural;kg;Emission;;;
Flumioxazin;;soil;agricultural;kg;Emission;3700000,00000 ;;
Fluoboric acid;;water;fossil-;kg;Emission;;;
Fluoboric acid;;water;ground-;kg;Emission;;;
Fluoboric acid;;water;ground-, long-term;kg;Emission;;;
Fluoboric acid;;water;lake;kg;Emission;;;
Fluoboric acid;;water;ocean;kg;Emission;;;
Fluoboric acid;;water;river;kg;Emission;;;
Fluoboric acid;;water;river, long-term;kg;Emission;;;
Fluoboric acid;;water;unspecified;kg;Emission;;;
Fluometuron;;soil;agricultural;kg;Emission;;;
Fluoride;;soil;forestry;kg;Emission;;;
Fluoride;;water;fossil-;kg;Emission;;;
Fluoride;;water;ground-;kg;Emission;;;
Fluoride;;water;ground-, long-term;kg;Emission;;;
Fluoride;;soil;industrial;kg;Emission;;;
Fluoride;;water;lake;kg;Emission;;;
Fluoride;;water;ocean;kg;Emission;;;
Fluoride;;water;river;kg;Emission;;;
Fluoride;;water;river, long-term;kg;Emission;;;
Fluoride;;soil;unspecified;kg;Emission;;;
Fluoride;;water;unspecified;kg;Emission;;;
Fluorine;;air;high population density;kg;Emission;;;
Fluorine;;air;low population density;kg;Emission;;;
Fluorine;;air;low population density, long-term;kg;Emission;;;
Fluorine;;air;lower stratosphere + upper troposphere;kg;Emission;;;
Fluorine;;air;unspecified;kg;Emission;;;
Fluosilicic acid;;water;fossil-;kg;Emission;;;
Fluosilicic acid;;water;ground-;kg;Emission;;;
Fluosilicic acid;;water;ground-, long-term;kg;Emission;;;
Fluosilicic acid;;air;high population density;kg;Emission;;;
Fluosilicic acid;;water;lake;kg;Emission;;;
Fluosilicic acid;;air;low population density;kg;Emission;;;
Fluosilicic acid;;air;low population density, long-term;kg;Emission;;;
Fluosilicic acid;;air;lower stratosphere + upper troposphere;kg;Emission;;;
Fluosilicic acid;;water;ocean;kg;Emission;;;
Fluosilicic acid;;water;river;kg;Emission;;;
Fluosilicic acid;;water;river, long-term;kg;Emission;;;
Fluosilicic acid;;air;unspecified;kg;Emission;;;
Fluosilicic acid;;water;unspecified;kg;Emission;;;
Flupyrsulfuron-methyl;;soil;agricultural;kg;Emission;;;
Fluquinconazole;;soil;agricultural;kg;Emission;20000000,00000 ;;
Flurtamone;;soil;agricultural;kg;Emission;;;
Flurtamone;;soil;agricultural;kg;Emission;;;
Flurtamone;;soil;agricultural;kg;Emission;;;
Flutolanil;;soil;agricultural;kg;Emission;;;
Fomesafen;;soil;agricultural;kg;Emission;;;
Foramsulfuron;;soil;agricultural;kg;Emission;18000000,00000 ;;
Formaldehyde;;water;fossil-;kg;Emission;;;
Formaldehyde;;water;ground-;kg;Emission;;;
Formaldehyde;;water;ground-, long-term;kg;Emission;;;
Formaldehyde;;air;high population density;kg;Emission;18000,00000 ;;
Formaldehyde;;water;lake;kg;Emission;;;
Formaldehyde;;air;low population density;kg;Emission;18000,00000 ;;
Formaldehyde;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Formaldehyde;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Formaldehyde;;water;ocean;kg;Emission;;;
Formaldehyde;;water;river;kg;Emission;;;
Formaldehyde;;water;river, long-term;kg;Emission;;;
Formaldehyde;;air;unspecified;kg;Emission;18000,00000 ;;
Formaldehyde;;water;unspecified;kg;Emission;;;
Formic acid;;air;high population density;kg;Emission;18000,00000 ;;
Formic acid;;air;low population density;kg;Emission;18000,00000 ;;
Formic acid;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Formic acid;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Formic acid;;air;unspecified;kg;Emission;18000,00000 ;;
Fuberidazole;;soil;agricultural;kg;Emission;;;
Fungicides, unspecified;;water;fossil-;kg;Emission;;;
Fungicides, unspecified;;water;ground-;kg;Emission;;;
Fungicides, unspecified;;water;ground-, long-term;kg;Emission;;;
Fungicides, unspecified;;water;lake;kg;Emission;;;
Fungicides, unspecified;;water;ocean;kg;Emission;;;
Fungicides, unspecified;;water;river;kg;Emission;;;
Fungicides, unspecified;;water;river, long-term;kg;Emission;;;
Fungicides, unspecified;;water;unspecified;kg;Emission;;;
Furan;;air;high population density;kg;Emission;18000,00000 ;;
Furan;;air;low population density;kg;Emission;18000,00000 ;;
Furan;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Furan;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Furan;;air;unspecified;kg;Emission;18000,00000 ;;
Glutaraldehyde;;water;fossil-;kg;Emission;;;
Glutaraldehyde;;water;ground-;kg;Emission;;;
Glutaraldehyde;;water;ground-, long-term;kg;Emission;;;
Glutaraldehyde;;water;lake;kg;Emission;;;
Glutaraldehyde;;water;ocean;kg;Emission;;;
Glutaraldehyde;;water;river;kg;Emission;;;
Glutaraldehyde;;water;river, long-term;kg;Emission;;;
Glutaraldehyde;;water;unspecified;kg;Emission;;;
Glyphosate;;soil;industrial;kg;Emission;;;
Gold;;water;fossil-;kg;Emission;;;
Gold;;water;ground-;kg;Emission;;;
Gold;;water;ground-, long-term;kg;Emission;;;
Gold;;water;lake;kg;Emission;;;
Gold;;water;ocean;kg;Emission;;;
Gold;;water;river;kg;Emission;;;
Gold;;water;river, long-term;kg;Emission;;;
Gold;;water;unspecified;kg;Emission;;;
Halosulfuron-methyl;;soil;agricultural;kg;Emission;;;
Heat, waste;;soil;forestry;MJ;Emission;;;
Heat, waste;;water;fossil-;MJ;Emission;;;
Heat, waste;;water;ground-;MJ;Emission;;;
Heat, waste;;water;ground-, long-term;MJ;Emission;;;
Heat, waste;;air;high population density;MJ;Emission;;;
Heat, waste;;soil;industrial;MJ;Emission;;;
Heat, waste;;water;lake;MJ;Emission;;;
Heat, waste;;air;low population density;MJ;Emission;;;
Heat, waste;;air;low population density, long-term;MJ;Emission;;;
Heat, waste;;air;lower stratosphere + upper troposphere;MJ;Emission;;;
Heat, waste;;water;ocean;MJ;Emission;;;
Heat, waste;;water;river;MJ;Emission;;;
Heat, waste;;water;river, long-term;MJ;Emission;;;
Heat, waste;;air;unspecified;MJ;Emission;;;
